f,vs,vR
10.0,-0.001326797428164266,0.6456603718263988
30.1010101010101,0.002463061770411007,0.6456289100486202
50.2020202020202,0.005727795666607255,0.6447374567757321
70.3030303030303,0.0056179169829285724,0.6444514849292418
90.4040404040404,0.004009445407655871,0.647369524281881
110.505050505051,0.005919247960738231,0.6476947203454778
130.606060606061,0.012280437381519868,0.646267144682516
150.707070707071,0.00665466471282318,0.6471458656242316
170.808080808081,0.009280444570510443,0.6457841119785808
190.909090909091,0.010747451872437374,0.6447580762505941
211.010101010101,0.015409574774711294,0.6461495518125312
231.111111111111,0.012398918492303892,0.645846825167839
251.212121212121,0.01279064246355073,0.6444890938232731
271.313131313131,0.017445839337435112,0.6467046574525291
291.414141414141,0.016461980720764213,0.6411724040042632
311.515151515152,0.015666338123474018,0.6450571009714176
331.616161616162,0.01832444809371353,0.6448374752286345
351.717171717172,0.01752658729856809,0.6451331504723943
371.818181818182,0.02263170732653925,0.6477914078137348
391.919191919192,0.026184381207830586,0.6464944030222125
412.020202020202,0.02595996467364907,0.6457243460186997
432.121212121212,0.022330432693400296,0.642882251267736
452.222222222222,0.026591281488924912,0.6441207801838937
472.323232323232,0.0281647082014436,0.6468323853396282
492.424242424242,0.02707148465586907,0.6451906789836673
512.525252525253,0.027553171400243166,0.6476486779660472
532.626262626263,0.030065551120462684,0.6486241542097392
552.727272727273,0.03402173912884614,0.6464647349008512
572.828282828283,0.03273076991609964,0.6473747552860472
592.929292929293,0.035737380221985526,0.6416540252254235
613.030303030303,0.03609727045597502,0.642777587531727
633.131313131313,0.037380953847841854,0.645679752461742
653.232323232323,0.03913426922481839,0.6450071102296162
673.333333333333,0.03686530230653128,0.6425320433964165
693.434343434343,0.041251870772335324,0.6443532529144627
713.535353535353,0.041886524480687595,0.6451545458775236
733.636363636363,0.04440616364270842,0.6448669664024689
753.737373737373,0.046131641012846954,0.6460618320555435
773.838383838383,0.04633012530701848,0.6413890337059684
793.939393939393,0.04678987403734557,0.6457332863833225
814.040404040403,0.046481612770244436,0.6457477048563753
834.141414141413,0.0466762208305525,0.642781867687792
854.242424242423,0.04826156154733381,0.6464709212772695
874.343434343433,0.05185290871908462,0.6439089176973573
894.444444444443,0.052438780507759936,0.6441871358705563
914.545454545453,0.050778140014104786,0.6448095786077809
934.646464646464,0.057738279894438096,0.6449489115672717
954.747474747474,0.055661107097418054,0.6458751257382941
974.848484848484,0.05885306191893559,0.6459776542236898
994.949494949494,0.05705674923956824,0.6447627924518834
1015.0505050505,0.06157755049913508,0.6445643396607326
1035.15151515151,0.06196967982676378,0.6456001497397614
1055.25252525252,0.06030132697676478,0.645604756708165
1075.35353535353,0.06575926220599214,0.642316042781406
1095.45454545454,0.06750431686791551,0.6433968734290714
1115.55555555555,0.07081272674301485,0.6472247492820717
1135.65656565656,0.06821929817277919,0.6426422614850451
1155.75757575757,0.07198595741964493,0.6432731892609546
1175.85858585859,0.0711074329047274,0.6450073028671024
1195.9595959596,0.07425977955294666,0.6439505750010379
1216.06060606061,0.07260405844508609,0.6448656564301359
1236.16161616162,0.07249749556418406,0.6501575421360866
1256.26262626263,0.07549545348806148,0.6478920798543063
1276.36363636364,0.08021670732509048,0.6423763750542609
1296.46464646465,0.07864036978039306,0.6455815909545891
1316.56565656566,0.0803469161626932,0.6437027690787893
1336.66666666667,0.07843257603555277,0.6421097188406638
1356.76767676768,0.08462982645807535,0.6427848170516429
1376.86868686869,0.0845706228274988,0.6458349208364436
1396.9696969697,0.08419377987898254,0.6445556238713764
1417.07070707071,0.08675951596941957,0.6445547677251919
1437.17171717172,0.0905091982581628,0.6440439236080756
1457.27272727273,0.09223249673413533,0.6491471093654184
1477.37373737374,0.09216646088229902,0.6449673999078196
1497.47474747475,0.0928933845226496,0.6418650093178329
1517.57575757576,0.09279893574927528,0.6479594936724263
1537.67676767677,0.09927175772122375,0.6508029066305776
1557.77777777778,0.09739999572620066,0.6428235266148382
1577.87878787879,0.10009788094473952,0.6435310790899207
1597.9797979798,0.10395196098597424,0.6453105709514788
1618.08080808081,0.10507732876157633,0.6450902463612465
1638.18181818182,0.10577899487275444,0.6440274845514339
1658.28282828283,0.10624812313282542,0.6413848935488168
1678.38383838384,0.10611984365772961,0.6442931709089094
1698.48484848485,0.1097557988238001,0.6458389275511031
1718.58585858586,0.11014260135104303,0.6449379723830565
1738.68686868687,0.11040094500069718,0.6433641749205525
1758.78787878788,0.1142758124717607,0.6468369461112926
1778.88888888889,0.11258770633854363,0.6474795449033124
1798.9898989899,0.11549461298574239,0.6431866996041886
1819.09090909091,0.11514221739536841,0.6451547953995159
1839.19191919192,0.11689129745927447,0.643364553746484
1859.29292929293,0.12273429597504934,0.6443527355886632
1879.39393939394,0.1207658695790206,0.642573839676154
1899.49494949495,0.12266760324093309,0.6423146795493591
1919.59595959596,0.12606160780790818,0.6417257433169402
1939.69696969697,0.13069911332239048,0.6429874294385702
1959.79797979798,0.1265878449560852,0.6419596460766132
1979.89898989899,0.129019012217927,0.6441794964007951
2000.0,0.12828764932172929,0.6458713590141719
